Code,Klassifikator,Klassifikator_ru,Klassifikator_en,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,14.3,23.3,29.1,37.7,48.5,79.2,86.4,72.8,96.7,108.3,151.9,329.9,264.0,243.2
1718209,Jomboy tumani,Джамбайский район,Jomboy district,20.3,35.0,41.8,54.1,69.6,102.3,111.6,117.4,167.9,161.0,255.4,276.4,317.3,331.4
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,17.3,27.9,36.3,48.7,62.7,100.9,110.2,122.6,171.2,296.4,254.1,248.9,350.0,216.2
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,21.8,36.6,45.0,69.8,89.8,89.2,97.3,106.6,126.1,112.1,171.4,208.5,427.5,683.1
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,14.4,18.5,28.4,41.0,52.8,74.9,81.8,96.9,102.9,132.0,138.4,215.2,175.6,192.3
1718218,Narpay tumani,Нарпайский район,Narpai district,25.0,39.6,44.7,53.8,69.2,118.3,129.2,96.2,130.5,169.0,170.9,192.0,170.4,134.9
1718224,Payariq tumani,Пайарыкский район,Payaryk district,22.1,38.2,55.1,81.1,104.4,120.0,131.0,135.2,207.9,295.4,348.1,471.9,863.0,1344.4
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,28.0,44.6,56.1,70.8,91.1,107.2,117.0,149.5,202.6,405.4,389.2,756.2,797.2,849.1
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,14.7,15.6,26.0,33.5,43.1,75.3,82.2,75.2,116.7,191.2,161.1,227.3,212.3,212.4
1718233,Samarqand tumani,Самаркандский район,Samarkand district,41.0,55.4,65.9,83.0,106.8,108.3,118.2,112.9,165.8,472.2,259.1,397.1,623.1,269.2
1718235,Nurobod tumani,Нурабадский район,Nurabad district,13.1,24.8,28.4,35.4,45.6,110.0,120.1,105.7,69.8,91.9,89.8,179.2,173.1,114.0
1718236,Urgut tumani,Ургутский район,Urgut district,30.7,47.4,61.3,79.5,102.3,127.8,139.5,136.8,196.6,198.0,287.2,418.4,276.7,257.4
1718238,Tayloq tumani,Тайлякский район,Tailak district,19.9,30.1,50.0,62.0,79.8,97.4,106.4,110.4,163.8,212.2,612.0,739.4,1116.7,1029.5
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,335.9,470.6,605.3,849.5,1051.5,1351.3,1554.8,1827.0,2879.7,3979.7,4774.7,5868.4,6521.9,7596.5
1722401,Termiz shahri,Город Термез,Termiz  city,66.6,88.7,124.1,172.1,196.6,292.4,367.3,457.8,762.2,973.3,1165.0,1620.8,1754.7,2520.8
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,14.0,18.4,23.5,28.1,35.0,42.9,50.6,47.7,62.8,81.8,68.6,141.3,140.1,169.2
1722202,Angor tumani,Ангорский район,Angor district,12.4,19.6,27.7,39.7,49.1,56.7,66.4,80.8,116.0,159.1,153.7,289.3,295.6,289.2
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,61.6,88.5,120.9,138.7
1722204,Boysun tumani,Байсунский район,Baysun district,24.9,34.3,42.4,62.3,72.8,90.5,94.5,113.5,164.1,257.3,236.4,331.6,428.9,491.9
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,13.3,16.1,19.4,23.2,33.2,40.1,52.7,58.4,85.5,162.2,292.2,245.4,271.3,250.2
1722210,Denov tumani,Денауский район,Denau district,30.7,38.0,52.2,86.0,102.6,120.6,154.1,162.3,219.9,277.7,299.3,471.5,653.9,675.2
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,23.9,33.3,46.9,64.7,84.7,108.3,128.6,142.4,199.0,222.3,321.1,437.2,492.5,442.9
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,17.5,24.8,28.6,34.2,66.6,75.0,93.5,103.1,132.2,145.2,190.2,196.8,247.0,270.0
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,11.0,29.1,33.3,40.5,49.3,64.9,68.3,75.8,101.6,107.3,114.8,183.7,240.9,196.8
1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,43.7,77.2,93.5,142.5,177.0,232.7,200.5,263.9,566.2,876.6,805.7,853.1,782.5,813.3
1722220,Termiz tumani,Термезский район,Termiz district,16.4,24.3,31.9,45.4,58.1,71.8,86.2,100.1,147.8,222.2,471.0,353.3,356.8,592.2
1722221,Uzun tumani,Узунский район,Uzun district,18.6,22.6,27.1,36.9,44.9,57.5,73.0,66.2,90.9,116.6,202.8,200.5,199.7,163.4
1722223,Sherobod tumani,Шерабадский район,Sherabad district,20.5,24.1,29.1,38.0,44.3,55.0,68.9,91.9,136.1,232.8,266.1,278.8,332.3,357.7
1722226,Sho‘rchi tumani,Шурчинский район,Shurchi district,12.0,20.1,25.6,35.9,37.3,43.0,50.2,63.1,95.4,116.6,126.2,176.6,204.8,225.2
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,134.9,168.0,230.3,313.0,376.5,478.9,540.7,552.4,1001.1,1926.2,2407.6,2708.8,3260.1,3676.7
1724401,Guliston shahri,Город Гулистан,Gulistan city,34.4,45.7,63.3,113.6,135.8,154.7,168.1,180.5,337.7,645.4,875.5,686.1,935.3,931.0
1724410,Shirin shahri,Город Ширин,Shirin city,3.9,4.5,8.6,11.5,12.1,17.6,29.1,23.7,49.6,121.3,89.1,153.3,217.4,192.0
1724413,Yangiyer shahri,Город Янгиер,Yangier city,7.9,11.9,19.9,25.6,31.4,31.1,41.2,44.3,89.3,136.9,144.0,173.0,188.2,268.2
1724206,Oqoltin tumani,Акалтынский район,Akaltyn  district,3.6,4.4,5.7,5.6,6.0,7.9,12.5,31.7,63.0,80.6,70.2,56.3,71.2,83.9
1724212,Boyovut tumani,Баяутский район,Bayaut district,13.1,15.9,21.3,26.8,21.7,24.3,31.5,39.6,84.3,95.8,113.5,136.6,94.7,99.7
1724216,Sayxunobod tumani,Сайхунабадский район,Saykhunabad district,7.8,12.9,18.5,15.9,24.6,32.5,38.2,21.1,41.6,115.0,60.9,80.4,74.9,79.6
1724220,Guliston tumani,Гулистанский район,Gulistan district,9.9,12.7,17.0,20.4,24.0,24.2,27.9,31.9,48.2,54.8,277.7,204.8,143.3,224.8
1724226,Sardoba tumani,Сардобский район,Sardoba district,6.0,6.5,9.8,10.7,11.9,19.5,15.6,14.1,25.9,43.4,51.2,61.1,122.5,335.0
1724228,Mirzaobod tumani,Мирзаабадский район,Mirzaabad district,11.1,16.2,23.5,26.2,24.4,34.2,44.3,49.2,80.2,165.7,327.0,453.3,804.3,576.4
1724231,Sirdaryo tumani,Сырдарьинский район,Syrdarya district,28.6,25.4,29.6,43.3,65.5,107.5,94.5,66.5,125.9,250.5,210.7,468.1,484.9,633.1999999999999
1724235,Xovos tumani,Хавасский район,Khovos district,8.8,11.9,13.0,13.4,19.1,25.4,37.9,50.0,55.4,216.7,187.7,235.7,123.4,252.9
1727,Toshkent viloyati,Ташкентская область,Tashkent region,509.9,684.2,907.1,1151.7,1330.9,1562.0,1646.3,1825.4,3006.7,5594.1,7102.6,9401.2,12237.4,14339.0
1727401,Nurafshon shahri,Город Нурафшон,Nurafshan city,0.0,0.0,0.0,0.0,0.0,0.0,25.3,32.0,69.4,356.6,332.8,503.2,632.9,638.6
1727404,Olmaliq shahri,Город Алмалык,Almalyk city,62.7,40.6,50.2,78.6,93.1,120.6,117.7,106.0,161.5,200.9,277.7,1406.3,1995.8,2167.0
1727407,Angren shahri,Город Ангрен,Angren city,60.5,59.7,59.6,76.4,80.7,73.0,54.9,76.8,127.0,276.4,215.4,378.9,348.6,457.2
1727413,Bekobod shahri,Город Бекабад,Bekabad city,17.6,17.6,47.5,64.7,61.2,67.1,88.9,115.7,171.5,198.8,132.3,265.4,474.2,491.1
1727419,Chirchiq shahri,Город Чиpчик,Chirchik city,29.2,29.2,46.4,56.0,73.2,71.2,72.4,77.9,142.7,402.4,321.1,471.2,460.3,1280.3
1727415,Ohangaron shahri,Город Ахангаран,Akhangaran city,0.0,0.0,0.0,0.0,0.0,0.0,31.6,33.0,71.2,116.1,43.0,89.6,195.5,125.0
1727424,Yangiyo‘lshahri,Город Янгиюль,Yangiyul city,0.0,0.0,0.0,0.0,0.0,0.0,30.5,36.2,54.8,204.2,163.9,169.6,314.2,275.7
1727206,Oqqo‘rg‘on tumani,Аккурганский район,Akkurgan district,9.9,14.2,16.8,26.7,28.7,32.9,35.7,45.9,85.6,155.1,126.7,164.9,231.0,357.2
1727212,Ohangaron tumani,Ахангаранский район,Akhangaran district,17.4,32.5,46.6,60.5,90.0,96.1,60.2,66.4,96.3,135.9,267.8,350.3,475.7,302.2
1727220,Bekobod tumani,Бекабадский район,Bekabad district,12.9,23.5,30.2,30.3,37.6,46.5,50.2,57.3,84.9,119.1,64.8,174.8,103.6,149.2
1727224,Bo‘stonliq tumani,Бостанлыкский район,Bostanlyk district,38.2,47.7,62.1,81.6,73.6,90.1,119.8,128.6,180.0,277.7,294.9,301.5,367.2,478.7
1727228,Bo‘ka tumani,Букинский район,Buka district,10.8,18.6,24.0,22.3,27.6,28.2,25.5,29.3,51.5,198.0,183.0,244.8,287.0,239.8
1727233,Quyichirchiq tumani,Куйичирчикский район,Kuyichirchik district,6.9,10.1,12.5,11.9,15.6,18.5,167.0,20.4,37.9,182.6,292.1,514.9,653.1,527.4
1727237,Zangiota tumani,Зангиатинский район,Zangiata district,66.6,85.2,106.2,136.5,173.4,208.9,207.6,187.0,377.5,634.7,1006.6,896.6,1176.5,1110.4
1727239,Yuqorichirchiq tumani,Юкоричирчикский район,Yukorichirchik district,37.5,43.9,49.7,62.7,114.2,122.7,16.2,173.0,275.0,439.4,643.0,619.8,1062.9,887.8
1727248,Qibray tumani,Кибрайский район,Kibray district,54.0,83.2,182.2,179.1,166.3,157.5,60.4,209.5,270.2,446.0,1180.7,1138.0,1097.3,1359.9
1727249,Parkent tumani,Паркентский район,Parkent district,13.8,24.0,22.0,38.6,47.1,65.6,41.0,62.6,111.1,200.7,234.1,217.3,194.1,521.1
1727250,Piskent tumani,Пскентский район,Piskent district,8.9,14.6,21.6,35.8,59.6,67.3,50.1,32.7,55.7,84.3,261.3,201.4,101.6,177.4
1727253,O‘rtachirchiq tumani,Уртачирчикский район,Urtachirchik district,10.0,18.7,25.1,40.8,57.9,82.2,44.3,59.0,134.2,237.6,336.1,376.5,541.1,545.4
1727256,Chinoz tumani,Чиназский район,Chinaz district,14.9,14.4,30.4,48.8,37.2,111.3,166.8,55.9,83.0,186.8,169.0,208.8,215.8,193.6
1727259,Yangiyo‘l tumani,Янгиюльский район,Yangiyul district,38.3,63.4,73.9,100.3,94.0,102.3,82.2,91.3,117.5,189.9,218.3,391.9,553.9,1207.7
1727265,Toshkent tumani,Ташкентский район,Tashkent district,0.0,0.0,0.0,0.0,0.0,0.0,98.0,128.9,248.2,350.6,338.0,315.8,755.3,846.3
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,489.2,671.0,806.5,1089.7,1396.2,1649.0,1840.0,1969.5,2942.7,4162.8,5473.9,6993.7,8646.0,9917.1
1730401,Farg‘ona shahri,Город Фергана,Fergana city,100.4,122.6,191.1,240.2,264.7,258.9,403.9,401.8,592.7,946.4,1286.7,1742.5,2463.6,2561.3
1730405,Qo‘qon shahri,Город Коканд,Kokand city,49.6,71.8,72.3,87.8,110.8,188.2,215.9,187.7,271.6,392.6,418.4,516.6,647.4,679.3
1730408,Quvasoy shahri,Город Кувасай,Kuvasay city,23.4,25.0,26.2,44.8,170.2,245.0,145.1,120.2,278.6,124.8,211.6,184.5,286.2,325.1
1730412,Marg‘ilon shahri,Город Маpгилан,Margilan city,22.2,44.1,39.1,53.7,78.3,98.5,135.7,146.3,236.5,582.8,829.1,1123.1,1087.6,1291.9
1730203,Oltiariq tumani,Алтыарыкский район,Altyaryk district,35.4,47.7,50.0,69.9,61.3,60.1,56.3,72.6,113.9,140.7,205.0,249.9,347.9,358.6
1730206,Qo‘shtepa tumani,Куштепинский район,Kushtepa district,13.1,18.0,22.3,37.3,37.1,70.0,64.8,72.6,154.9,196.8,258.1,288.5,373.9,546.3
1730209,Bog‘dod tumani,Багдадский район,Baghdad district,20.1,23.9,39.5,65.6,80.1,48.3,134.1,125.9,111.4,266.6,402.4,334.6,334.3,303.0
1730212,Buvayda tumani,Бувайдинский район,Buvayda district,13.9,25.7,25.7,40.7,36.6,99.8,33.4,47.0,112.6,100.6,129.8,201.8,300.6,317.5
1730215,Beshariq tumani,Бешарыкский район,Besharik district,16.9,23.7,26.6,48.1,35.2,50.9,58.0,53.4,71.5,278.7,96.3,149.6,142.4,174.8
1730218,Quva tumani,Кувинский район,Kuva district,25.2,33.0,37.5,51.4,54.1,45.3,62.7,88.2,114.5,148.5,210.9,234.0,248.8,378.5
1730221,Uchko‘prik tumani,Учкуприкский район,Uchkuprik district,18.4,24.9,27.7,56.0,65.7,45.6,99.5,107.1,130.2,124.3,134.2,211.0,266.9,289.1
1730224,Rishton tumani,Риштанский район,Rishtan district,19.3,21.2,28.4,25.2,40.0,44.2,38.5,57.9,57.6,59.5,96.2,118.1,155.1,197.7
1730226,So‘x tumani,Сохский район,Sokh district,11.3,22.0,26.2,31.3,34.5,41.3,27.8,39.9,41.5,54.2,140.0,167.1,165.8,138.6
1730227,Toshloq tumani,Ташлакский район,Tashlak district,16.6,18.9,25.3,41.5,37.3,46.2,67.2,52.5,90.1,102.1,218.8,253.7,346.4,679.4
1730230,O‘zbekiston tumani,Узбекистанский район,Uzbekistan district,19.7,25.4,30.2,32.4,66.5,71.4,62.0,83.5,49.8,95.0,128.6,193.9,221.4,464.6
1730233,Farg‘ona tumani,Ферганский район,Fergana district,24.7,33.2,29.5,38.9,81.3,68.6,66.2,94.2,185.5,75.6,123.5,218.1,617.6,413.6
1730236,Dang‘ara tumani,Дангаринский район,Dangara district,27.4,39.8,49.7,51.5,55.2,69.3,62.2,109.3,164.0,224.2,270.4,331.1,280.3,419.0
1730238,Furqat tumani,Фуркатский район,Furkat district,11.6,22.9,17.7,25.5,29.4,48.0,53.1,50.3,91.6,131.5,131.7,234.0,141.8,156.9
1730242,Yozyovon tumani,Язъяванский район,Yazyavan district,20.0,27.2,41.5,47.9,57.9,49.4,53.6,59.2,74.1,117.7,182.1,241.6,218.0,221.9
1733,Xorazm viloyati,Хорезмская область,Khorezm region,282.7,390.1,528.7,790.3,961.4,1174.7,1220.9,1375.8,1878.3,2496.8,2856.8,4228.5,4878.4,5766.6
1733401,Urganch shahri,Город Ургенч,Urgench city,69.4,89.4,152.8,244.0,259.5,259.5,274.9,343.2,455.1,611.1,672.4,997.4,1011.9,1098.5
1733406,Xiva shahri,Город Хива,Khiva city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.6,74.9,219.0,153.0,266.0,343.7,414.0
1733204,Bog‘ot tumani,Багатский район,Bagat district,16.4,24.2,27.5,39.2,51.5,75.8,75.1,84.6,106.1,168.6,153.9,234.3,243.7,273.8
1733208,Gurlan tumani,Гурленский район,Gurlan district,14.9,24.9,28.2,37.0,46.7,64.6,60.1,53.2,103.1,153.9,156.6,244.2,249.2,344.9
1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,13.6,23.1,28.5,39.1,40.0,56.7,71.6,51.7,99.5,123.1,167.1,285.9,323.6,393.4
1733217,Urganch tumani,Ургенчский район,Urgench district,27.5,39.8,55.9,77.5,103.8,125.2,140.1,174.8,175.3,198.4,257.1,378.9,529.4,737.0
1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,22.1,31.9,38.7,46.8,68.4,79.8,86.8,84.4,88.7,152.7,89.5,240.8,307.0,453.7
1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.9,143.2,153.9,139.6
1733223,Xonqa tumani,Ханкинский район,Khanka district,22.2,28.2,35.5,55.8,86.1,151.2,135.5,151.7,177.9,187.5,286.9,342.6,422.7,460.0
1733226,Xiva tumani,Хивинский район,Khiva district,50.0,59.6,77.9,130.7,159.9,164.9,188.7,141.3,276.8,248.9,264.8,429.5,535.4,606.0
1733230,Shovot tumani,Шаватский район,Shavat district,18.4,27.2,30.9,47.1,54.8,65.3,74.2,92.7,130.9,183.7,180.6,232.2,258.0,280.4
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,13.3,22.7,29.3,39.5,52.9,72.7,49.9,67.6,81.5,135.2,156.2,210.0,221.1,277.4
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,14.6,18.5,22.8,33.1,37.8,59.0,63.7,65.2,108.5,114.8,193.9,223.4,278.6,287.8
1726,Toshkent shahri,город Ташкент,Tashkent city,1228.4,1866.5,2300.5,2725.6,3460.1,4113.0,4633.4,6197.9,10870.7,16256.9,19215.4,26535.4,32946.3,37245.5
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,33.2,69.3,91.7,133.5,155.5,189.5,189.4,231.3,304.9,839.7,1747.7,2767.0,2240.8,1411.1
1726264,Bektemir tumani,Бектемирский район,Bektemir district,53.2,104.0,126.7,137.3,176.7,252.1,188.1,258.7,364.1,630.5,605.2,766.9,912.5,965.9
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,90.1,152.6,178.6,256.3,289.7,350.0,414.7,1017.4,1323.3,2213.5,3245.9,4168.2,5191.5,5705.6
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,98.6,225.1,286.8,352.6,475.8,620.4,644.6,856.2,1601.8,2103.1,2490.9,2948.0,3134.6,4027.6
1726273,Mirobod tumani,Мирабадский район,Mirabad district,173.4,283.2,432.6,436.6,596.9,629.0,809.9,905.7,1709.0,2020.9,2322.7,2770.5,4276.4,5439.4
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,133.3,223.7,283.1,331.5,437.2,498.4,527.2,575.1,1287.2,1608.7,1073.8,2071.4,2791.2,3129.3
1726280,Olmazor tumani,Алмазарский район,Almazar district,45.5,99.8,110.7,159.0,153.6,237.4,274.0,409.4,763.8,1437.6,1643.2,1896.8,2180.5,2576.1
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,52.5,101.0,113.3,132.9,178.7,199.7,273.1,419.4,561.1,895.8,804.4,1153.4,1194.5,1534.8
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,80.6,157.6,184.8,223.0,290.3,287.4,427.1,535.2,1110.6,1619.1,1658.9,2222.6,3223.9,3824.4
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,78.3,137.1,174.3,231.2,338.9,378.1,357.1,552.1,963.6,1375.1,1846.9,1902.8,2682.9,3231.7
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.8,934.8,1645.9,2005.1
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,389.7,313.1,318.0,331.7,366.8,471.0,528.2,437.4,881.3,1512.9,1485.0,2933.0,3471.6,3394.5
